date,year,type,country,state,location,activity,sex,age,fatal_y/n,time,sex_clean,activity_clean,hour,time_period
25-Sep-1982,1982,Unprovoked,UNITED STATES,California,"Monastery Beach, Carmel Bay, Monterey County",Diving,M,36.0,N,Morning,Male,Diving,,
19-Sep-1982,1982,Unprovoked,UNITED STATES,California,"Bear Harbor, Mendocino County",Free diving for abalone from Zodiac (submerged),M,28.0,N,14:30,Male,Diving,14.0,Afternoon
04-Sep-1982,1982,Invalid,UNITED STATES,Florida,"Hollywood Beach, Broward County",Unknown,M,,Unknown,nan,Male,Unknown,,
29-Aug-1982,1982,Unprovoked,JAPAN,Kumamoto Prefecture,Ariake Bay,Unknown,M,,Y,nan,Male,Unknown,,
29-Aug-1982,1982,Invalid,UNITED STATES,California,"Morro Rock, Morro Bay, San Obispo County",Surfing,M,17.0,Unknown,10:20,Male,Surfing,10.0,Morning
29-Aug-1982,1982,Unprovoked,SOUTH AFRICA,Western Cape Province,Langebaan,Swimming,F,18.0,N,12:00,Female,Swimming,12.0,Afternoon
Late Aug-1982,1982,Unprovoked,TUNISIA,,"Skanes, Near Monaster",Windsurfing,M,,N,nan,Male,Surfing,,
31-Jul-1982,1982,Invalid,SOUTH AFRICA,Kwazulu-Natal,Amanzimtoti,Boogie boarding,M,20.0,Unknown,16:00,Male,Surfing,16.0,Afternoon
24-Jul-1982,1982,Unprovoked,SOUTH AFRICA,Eastern Cape Province,"Nahoon, East London",Paddleskiing,M,38.0,N,16:00,Male,Other,16.0,Afternoon
24-Jul-1982,1982,Unprovoked,UNITED STATES,California,"Point Buchon, San Luis Obispo County",Paddle Boarding,M,26.0,N,11:00,Male,Surfing,11.0,Morning
19-Jul-1982,1982,Unprovoked,UNITED STATES,Florida,"Stuart Beach, Martin County",Swimming,M,17.0,N,Afternoon,Male,Swimming,,
 11-Jul-1982,1982,Invalid,UNITED STATES,California,"Malibu, Los Angeles County",Swimming,M,43.0,Unknown,nan,Male,Swimming,,
01-Jul-1982,1982,Unprovoked,UNITED STATES,Florida,"Daytona Beach, Volusia County",Swimming,F,19.0,N,14:30,Female,Swimming,14.0,Afternoon
Jul-1982,1982,Unprovoked,NEW CALEDONIA,South Province,"Sarcelle, Isle Of Pines",Unknown,Unknown,,N,nan,Unknown,Unknown,,
29-Jun-1982,1982,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Ntlonyana Bay,Surfing,M,27.0,Y,09:30,Male,Surfing,9.0,Morning
26-Jun-1982,1982,Unprovoked,UNITED STATES,South Carolina,"Isle Of Palms, Charleston County",Swimming,M,20.0,N,16:30,Male,Swimming,16.0,Afternoon
26-Jun-1982,1982,Unprovoked,BAHAMAS,Andros Islands,North Rat Cay Reef,Spearfishing ,M,19.0,N,nan,Male,Spearfishing,,
  25-Jun-1982,1982,Unprovoked,UNITED STATES,Florida,"Ormond Beach / Daytona Beach, Volusia County",Unknown,F,8.0,N,11:00,Female,Unknown,11.0,Morning
13-Jun-1982,1982,Unprovoked,UNITED STATES,Hawaii,"Ho'Okipa Beach, Pa'Ia, Maui","Sailboarding, fell into water 100 yards outside the breakwater",M,,N,nan,Male,Surfing,,
May 1982,1982,Invalid,UNITED STATES,South Carolina,"Daws Island, Broad River (Near Beaufort)",Unknown,F,,Unknown,nan,Female,Unknown,,
10-Mar-1982,1982,Unprovoked,UNITED STATES,Florida,"Palm Beach, Palm Beach County",Surfing,M,16.0,N,14:00,Male,Surfing,14.0,Afternoon
07-Mar-1982,1982,Unprovoked,AUSTRALIA,New South Wales,"Tallow Beach, Byron Bay",Surfing,M,20.0,Y,12:00,Male,Surfing,12.0,Afternoon
Mar-1982,1982,Unprovoked,NEW CALEDONIA,,,Spearfishing,M,,N,nan,Male,Spearfishing,,
28-Feb-1982,1982,Unprovoked,AUSTRALIA,Tasmania,South Cape Bay,Spearfishing,M,32.0,Y,nan,Male,Spearfishing,,
27-Feb-1982,1982,Unprovoked,UNITED STATES,Florida,"Hobe Sound, Palm Beach County",Surfing,M,18.0,N,nan,Male,Surfing,,
17-Feb-1982,1982,Provoked,SOUTH AFRICA,Western Cape Province,Mossel Bay,Fishing,M,,N,nan,Male,Fishing,,
14-Feb-1982,1982,Unprovoked,UNITED STATES,Hawaii,"White Plains Beach, Barbers Point, O'Ahu",Wading,F,,N,nan,Female,Swimming,,
14-Feb-1982,1982,Unprovoked,UNITED STATES,Hawaii,"White Plains Beach, Barbers Point, O'Ahu",Swimming,F,,N,nan,Female,Swimming,,
13-Feb-1982,1982,Unprovoked,UNITED STATES,Florida,"Palm Beach, Palm Beach County",Swimming,F,75.0,Y,Prior to 10:37,Female,Swimming,10.0,Morning
07-Feb-1982,1982,Unprovoked,UNITED STATES,California,"Stillwater Cove, Sonoma County",Scuba diving (submerged),M,,N,11:00,Male,Diving,11.0,Morning
07-Feb-1982,1982,Unprovoked,UNITED STATES,Florida,Elliot Key,Diving,M,29.0,Y,nan,Male,Diving,,
29-Jan-1982,1982,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Mpekeweni,Swimming,M,20.0,N,16:30,Male,Swimming,16.0,Afternoon
1982,1982,Watercraft,ITALY,Tyrrhenian Sea,"Lacona, Isola D'Elba",Boat,M,,Unknown,nan,Male,Other,,
1982,1982,Watercraft,ITALY,Tyrrhenian Sea,"Biodola, Isola D'Elba",Fishing on a boat,M,,N,nan,Male,Fishing,,
1982,1982,Unprovoked,TUNISIA,Biserta,Bechateur,Spearfishing,Unknown,,Unknown,nan,Unknown,Spearfishing,,
19-Dec-1981,1981,Unprovoked,UNITED STATES,California,"South Moss Beach, Spanish Bay, Monterey Peninsula",Surfing,M,24.0,Y,Evening,Male,Surfing,,
13-Dec-1981,1981,Unprovoked,AUSTRALIA,Queensland,Green Island,Unknown,Unknown,,N,nan,Unknown,Unknown,,
13-Dec-1981,1981,Unprovoked,UNITED STATES,Hawaii,"Nimitz Beach, Barbers Point, O'Ahu","Spearfishing, but swimming on surface",M,,N,nan,Male,Swimming,,
30-Nov-1981,1981,Unprovoked,REUNION,Saint-Philippe,Vicendo,Spearfishing,M,,N,Afternoon,Male,Spearfishing,,
19-Oct-1981,1981,Provoked,SOUTH AFRICA,Western Cape Province,Mossel Bay,Inspecting teeth of supposedly dead (hooked & shot) shark,M,,N,nan,Male,Other,,
09-Nov-1981,1981,Unprovoked,UNITED STATES,Hawaii,"La'Au Point, Moloka'I",Diving to untangle a crab trap line from boat's propeller,M,59.0,N,nan,Male,Diving,,
19-Oct-1981,1981,Unprovoked,UNITED STATES,Florida,"Jupiter Island, Brevard County",Swimming,M,19.0,N,11:30,Male,Swimming,11.0,Morning
17-Oct-1981,1981,Unprovoked,UNITED STATES,Florida,"Palm Beach, Palm Beach County",Surfing,M,,Unknown,09:45,Male,Surfing,9.0,Morning
16-Oct-1981,1981,Unprovoked,UNITED STATES,Florida,"Cocoa Beach, Brevard County",Surfing,M,17.0,N,nan,Male,Surfing,,
01-Oct-1981,1981,Unprovoked,UNITED STATES,Florida,"Playalinda Beach, Brevard County",Surfing,M,24.0,N,nan,Male,Surfing,,
28-Sep-1981,1981,Unprovoked,UNITED STATES,Florida,"Cocoa Beach, Brevard County",Surfing,M,28.0,N,18:00,Male,Surfing,18.0,Evening
27-Sep-1981,1981,Unprovoked,UNITED STATES,Florida,"Melbourne Beach, Brevard County",Surfing,M,,N,nan,Male,Surfing,,
15-Sep-1981,1981,Unprovoked,UNITED STATES,Florida,"Tampa Bay, Manatee County",Swimming,M,26.0,Y,P.M.,Male,Swimming,,
03-Sep-1981,1981,Unprovoked,UNITED STATES,Florida,"Patrick Air Force Base, Brevard County",Surfing,M,25.0,N,12:00,Male,Surfing,12.0,Afternoon
03-Sep-1981,1981,Unprovoked,UNITED STATES,Florida,"Cocoa Beach, Brevard County",Surfing,M,24.0,N,Morning,Male,Surfing,,
29-Aug-1981,1981,Unprovoked,UNITED STATES,Florida,"New Smyrna Beach, Volusia County",Surfing,M,15.0,N,nan,Male,Surfing,,
24-Aug-1981,1981,Provoked,UNITED STATES,Florida,Gulf Island National Seashore Park,Spearfishing,M,19.0,N,nan,Male,Spearfishing,,
24-Aug-1981,1981,Invalid,UNITED STATES,Hawaii,"Keaukaha, Hilo, Hawai'I",Fishing,M,,Unknown,nan,Male,Fishing,,
10-Aug-1981,1981,Unprovoked,UNITED STATES,Florida,"Marathon, Monroe County",Diving,M,,N,nan,Male,Diving,,
10-Aug-1981,1981,Unprovoked,UNITED STATES,Florida,"Ormond Beach / Daytona Beach, Volusia County","16' catamaran capsized previous night, occupants stayed with wreckage until morning, then attempted to swim ashore",F,19.0,Y,Daybreak,Female,Swimming,,
07-Aug-1981,1981,Unprovoked,BAHAMAS,Grand Bahama Island,"Gingerbread Reef, East Of Little Isaac Island",Snorkeling on surface,M,53.0,N,12:00,Male,Surfing,12.0,Afternoon
20-Jul-1981,1981,Unprovoked,UNITED STATES,Florida,"St. Petersburg Beach, Pinellas County",Swimming,F,16.0,N,nan,Female,Swimming,,
18-Jul-1981,1981,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Nahoon,Surfing,M,32.0,N,10:15,Male,Surfing,10.0,Morning
07-Jul-1981,1981,Unprovoked,UNITED STATES,Florida,Carter Cay,Spearfishing,M,,N,18:10,Male,Spearfishing,18.0,Evening
01-Jul-1981,1981,Unprovoked,SOUTH AFRICA,Kwazulu-Natal,Clansthal,Catching sardines,M,,N,nan,Male,Other,,
Reported 15-Jun-1981,1981,Watercraft,UNITED KINGDOM,,Isle Of Wight,Fishing,M,,N,nan,Male,Fishing,,
12-Jun-1981,1981,Invalid,UNITED STATES,Hawaii,"Honoli'I Pali, Hilo Bay ('Alae Point), Hawai'I",Unknown,M,,Unknown,nan,Male,Unknown,,
24-May-1981,1981,Unprovoked,UNITED STATES,Hawaii,"Ha'Ena Beach Park, Kaua'I","Scuba diving, reportedly also spearfishing",M,,Y,nan,Male,Diving,,
23-May-1981,1981,Unprovoked,SOUTH KOREA,Chungnam,Wae-Yeon Island,Shell diving,F,27.0,Y,12:30,Female,Diving,12.0,Afternoon
20-May-1981,1981,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Nahoon,Surfing,M,27.0,N,08:30,Male,Surfing,8.0,Morning
19-May-1981,1981,Unprovoked,UNITED STATES,Florida,"Sands Cut, Elliot Key",Free diving,M,32.0,N,nan,Male,Diving,,
16-May-1981,1981,Unprovoked,UNITED STATES,Florida,"Jacksonville, Duval County",Diving,M,,N,nan,Male,Diving,,
10-May-1981,1981,Unprovoked,SOUTH AFRICA,Eastern Cape Province,King’S Beach,Surfing,M,19.0,N,14:45,Male,Surfing,14.0,Afternoon
07-May-1981,1981,Provoked,NAMIBIA,Eronogo Region,Walvis Bay,Finning the shark that bit him,M,,N,nan,Male,Other,,
08-Mar-1981,1981,Sea Disaster,BERMUDA,,,Foundering of the Israeli freighter Mezada,Unknown,,N,nan,Unknown,Other,,
05-May-1981,1981,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Ntlonyane Bay,Surfing,M,24.0,N,09:00,Male,Surfing,9.0,Morning
25-Mar-1981,1981,Unprovoked,UNITED STATES,Florida,"Singer Island, Riviera Beach, Palm Beach County",Standing / Wading,M,19.0,N,15:00,Male,Swimming,15.0,Afternoon
24-Mar-1981,1981,Unprovoked,UNITED STATES,Florida,"Singer Island, Riviera Beach, Palm Beach County",Surfing,M,24.0,N,17:30,Male,Surfing,17.0,Evening
04-Mar-1981,1981,Unprovoked,CHILE,Coquimbo,"Bahia Totoralillo, North Of Coquimbo",Free diving Spearfishing,M,,N,10:30,Male,Diving,10.0,Morning
Mar-1981,1981,Unprovoked,BRAZIL,Rio De Janeiro,Cabo Frio,Diving,Unknown,,Unknown,nan,Unknown,Diving,,
19-Feb-1981,1981,Unprovoked,SOUTH AFRICA,Kwazulu-Natal,Umtentweni,Swimming,M,30.0,N,17:20,Male,Swimming,17.0,Evening
16-Feb-1981,1981,Unprovoked,AUSTRALIA,Western Australia,"Leighton Beach, North Of Freemantle",Exercising his dog in the shallows,M,,N,nan,Male,Other,,
07-Feb-1981,1981,Unprovoked,AUSTRALIA,Western Australia,"Parker'S Point, Rottnest Island",Unknown,Unknown,,Unknown,nan,Unknown,Unknown,,
02-Feb-1981,1981,Unprovoked,UNITED STATES,Florida,"Juno Beach, Palm Beach County",Surfing,M,15.0,N,13:30,Male,Surfing,13.0,Afternoon
Feb-1981,1981,Unprovoked,BRAZIL,Rio De Janeiro,Cabo Frio,Spearfishing,Unknown,,N,nan,Unknown,Spearfishing,,
30-Jan-1981,1981,Unprovoked,UNITED STATES,Florida,From Mayport,Commercial spearfishing,M,25.0,N,nan,Male,Spearfishing,,
01-Jan-1981,1981,Invalid,SOUTH AFRICA,Kwazulu-Natal,Widenham,Swimming,M,23.0,Unknown,nan,Male,Swimming,,
1981,1981,Unprovoked,AUSTRALIA,New South Wales,Byron Bay,Surf-skiing,M,27.0,N,07:00,Male,Surfing,7.0,Morning
Summer of 1981,1981,Unprovoked,GREECE,Pagasitikos Gulf,,"Free diving / spearfishing, ",M,,N,nan,Male,Diving,,
12-30-1980,1980,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Nahoon,Paddleskiing,M,25.0,N,17:15,Male,Other,17.0,Evening
26-Dec-1980,1980,Invalid,SOUTH AFRICA,Eastern Cape Province,Port Elizabeth,Unknown,Unknown,,Unknown,nan,Unknown,Unknown,,
24-Nov-1980,1980,Unprovoked,REUNION,Grand'Anse,Petite-Ile,Spearfishing,M,22.0,N,15:00,Male,Spearfishing,15.0,Afternoon
18-Nov-1980,1980,Unprovoked,AUSTRALIA,Western Australia,Lancelin,Swimming,M,,N,nan,Male,Swimming,,
17-Nov-1980,1980,Invalid,SOUTH AFRICA,Kwazulu-Natal,Mnini,Swimming,M,,Unknown,nan,Male,Swimming,,
11-Nov-1980,1980,Unprovoked,BRAZIL,Pernambuco,Piedade,Swimming,M,16.0,Y,nan,Male,Swimming,,
27-Oct-1980,1980,Unprovoked,UNITED STATES,Oregon,Off Umpqua River,Surfing,M,29.0,N,15:45,Male,Surfing,15.0,Afternoon
17-Oct-1980,1980,Unprovoked,UNITED STATES,California,"Moonstone Beach, Humboldt County",Surfing,M,19.0,N,09:30,Male,Surfing,9.0,Morning
Reported 22-Aug-1980,1980,Unprovoked,MEXICO,,,Diving in tuna net,M,22.0,Y,nan,Male,Diving,,
Reported 03-Aug-1980,1980,Unprovoked,UNITED STATES,Louisiana,"Grand Isle, Jefferson Parish",Wading,M,,N,nan,Male,Swimming,,
10-Aug-1980,1980,Unprovoked,UNITED STATES,North Carolina,"Ocean Isle, Brunswick County",Wading,F,10.0,N,nan,Female,Swimming,,
04-Aug-1980,1980,Unprovoked,UNITED STATES,Hawaii,"Puamana, Lahaina, Maui",Resting on body board,M,,N,nan,Male,Surfing,,
26-Jul-1980,1980,Unprovoked,SPAIN,Canary Islands,"San Juan De La Rambla, Tenerife",Skin diving,M,,N,nan,Male,Diving,,
27-Jul-1980,1980,Unprovoked,UNITED STATES,New Jersey,"Ocean City, Cape May County",Body surfing,M,15.0,N,15:00,Male,Surfing,15.0,Afternoon
23-Jul-1980,1980,Unprovoked,UNITED STATES,Delaware,Dewey Beach,Standing,F,22.0,N,Afternoon,Female,Other,,
Late Jul-1980,1980,Unprovoked,UNITED STATES,North Carolina,"Emerald Isle Pier (Near Morehead City), Carteret County",Surfing,M,,N,nan,Male,Surfing,,
Early Jul-1980,1980,Unprovoked,UNITED STATES,Florida,"New Smyrna Beach, Volusia County",Surfing,M,,N,nan,Male,Surfing,,
26-Jun-1980,1980,Provoked,UNITED STATES,California,"Off San Clemente Island, Los Angeles County",Scuba diving,F,44.0,N,nan,Female,Diving,,
15-May-1980,1980,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Fuller’S Bay,Surfing,M,22.0,N,08:00,Male,Surfing,8.0,Morning
25-Apr-1980,1980,Provoked,JAMAICA,St. Mary'S Parish,"Priestman'S River Area, East Portland",Spearfishing,M,,N,nan,Male,Spearfishing,,
22-Apr-1980,1980,Sea Disaster,PHILIPPINES,Romblon Province,"Maestre De Campo Island, South Of Manila",Sinking of the ferryboat Don Juan,Unknown,,Y,Night,Unknown,Other,,
Apr-1980,1980,Unprovoked,MEXICO,Sinaloa,Mazatlán,Body surfing,F,13.0,N,Early afternoon,Female,Surfing,,
29-Mar-1980,1980,Unprovoked,SOUTH AFRICA,Kwazulu-Natal,Umdhloti,Free diving,M,52.0,Y,nan,Male,Diving,,
28-Mar-1980,1980,Unprovoked,BRAZIL,Rio De Janeiro,"Copacabana Beach, Rio De Janiero",Swimming,M,,N,Afternoon,Male,Swimming,,
15-Mar-1980,1980,Sea Disaster,PHILIPPINES,,Southwest Of Manila,Sinking of the ferryboat Bongbong 1,F,,Y,nan,Female,Other,,
11-Mar-1980,1980,Provoked,SOUTH AFRICA,Western Cape Province,Velddrif,Fishing,M,61.0,N,nan,Male,Fishing,,
31-Jan-1980,1980,Unprovoked,SOUTH AFRICA,Kwazulu-Natal,Ballito,Body boarding,M,24.0,N,14:45,Male,Surfing,14.0,Afternoon
25-Jan-1980,1980,Unprovoked,KENYA,Lamu Archipelago,South Of Lamu Island,Spearfishing,M,29.0,N,nan,Male,Spearfishing,,
15-Jan-1980,1980,Provoked,SOUTH AFRICA,Kwazulu-Natal,Anstey’S,Spearfishing,M,29.0,N,05:00,Male,Spearfishing,5.0,Morning
13-Jan-1980,1980,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Sardinia Bay,Swimming,M,,N,nan,Male,Swimming,,
10-Jan-1980,1980,Unprovoked,SOUTH AFRICA,Eastern Cape Province,King’S Beach,Swimming,M,25.0,N,18:30,Male,Swimming,18.0,Evening
05-Jan-1980,1980,Unprovoked,CHILE,Los Vilos,"Punta Negra, Pichidangui",Hookah Diving,M,,Y,11:00,Male,Diving,11.0,Morning
Summer 1980,1980,Provoked,NORTH ATLANTIC OCEAN,,Onboard Swordfish Trawler,Gaffing netted shark,M,34.0,N,nan,Male,Other,,
1980s ,1980,Invalid,GREECE,Island Of Kos,,Surfing,M,,Unknown,nan,Male,Surfing,,
1980,1980,Invalid,SOUTH AFRICA,Eastern Cape Province,Bonza Bay,Spearfishing,M,20.0,Unknown,Early afternoon,Male,Spearfishing,,
1980s ,1980,Unprovoked,TONGA,Ha'Api,Ha'Ano Island,Spearfishing,M,20.0,N,AM,Male,Spearfishing,,
21-Dec-1979,1979,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Kenton-On-Sea,Swimming,M,18.0,N,16:20,Male,Swimming,16.0,Afternoon
05-Dec-1979,1979,Invalid,PORTUGAL,Madeira Islands,"Sao Jorge, Madeira Island",Spearfishing,M,19.0,Y,nan,Male,Spearfishing,,
 01-Dec-1979,1979,Unprovoked,SOUTH CHINA SEA,,,Diving,M,32.0,N,nan,Male,Diving,,
27-Nov-1979,1979,Unprovoked,UNITED STATES,Oregon,"Haystack Rock, Cannon Beach, Clatsop County",Surfing,M,20.0,N,10:20,Male,Surfing,10.0,Morning
12-Nov-1979,1979,Provoked,SOUTH AFRICA,Western Cape Province,Macassar,Shark fishing,Unknown,,N,nan,Unknown,Fishing,,
22-Oct-1979,1979,Provoked,SOUTH AFRICA,Eastern Cape Province,Algoa Bay,Fishing,M,,N,nan,Male,Fishing,,
14-Sep-1979,1979,Unprovoked,AUSTRALIA,New South Wales,Byron Bay,Scuba diving,M,18.0,N,nan,Male,Diving,,
28-Aug-1979,1979,Unprovoked,HONG KONG,,Mirs Bay,Freedom swimming,M,21.0,Y,nan,Male,Swimming,,
26-Aug-1979,1979,Unprovoked,HONG KONG,Ho Ha Wan Marine Park,,Unknown,M,16.0,Y,nan,Male,Unknown,,
05-Aug-1979,1979,Unprovoked,UNITED STATES,Florida,"Daytona Beach, Volusia County",Kayaking,M,49.0,N,nan,Male,Other,,
03-Aug-1979,1979,Unprovoked,THAILAND,Southern Thailand,,Murdered by Thai pirates,M,,Y,nan,Male,Other,,
19-Jun-1979,1979,Sea Disaster,UNITED STATES,Florida,Off Cape Canaveral,Floating with life preserver after his boat foundered,M,56.0,N,Morning,Male,Swimming,,
27-May-1979,1979,Invalid,UNITED STATES,Florida,"Fort Walton Beach, Okaloosa County",Scuba diving,M,36.0,Unknown,nan,Male,Diving,,
05 May 1979,1979,Provoked,SOUTH AFRICA,Western Cape Province,"Hangklip, False Bay",Spearfishing,M,25.0,N,14:00,Male,Spearfishing,14.0,Afternoon
03-May-1979,1979,Unprovoked,SOUTH AFRICA,Kwazulu-Natal,Mbibi,Scuba diving,M,,Y,>12:00,Male,Diving,12.0,Afternoon
May 1979,1979,Unprovoked,NEW CALEDONIA,North Province,Ile Yandé (Between Poum And Bélep),Fishing,Unknown,,N,nan,Unknown,Fishing,,
May 1979,1979,Unprovoked,NEW CALEDONIA,North Province,Balade,Unknown,M,,Y,nan,Male,Unknown,,
08-Apr-1979,1979,Unprovoked,UNITED STATES,Florida,"Public Beach (Carlin Park), Jupiter, Palm Beach County",Swimming,M,24.0,N,13:20,Male,Swimming,13.0,Afternoon
08-Apr-1979,1979,Unprovoked,UNITED STATES,Florida,"Municipal Beach, Boyton Beach, Palm Beach County",Body surfing,M,8.0,N,10:30,Male,Surfing,10.0,Morning
24-Mar-1979,1979,Unprovoked,UNITED STATES,Florida,"Singer Island, Riviera Beach, Palm Beach County",Surfing,M,27.0,N,11:30,Male,Surfing,11.0,Morning
11-Mar-1979,1979,Unprovoked,UNITED STATES,California,"Ano Nuevo Island, San Mateo, County",Scuba diving (submerged),M,,N,10:00,Male,Diving,10.0,Morning
01-Mar-1979,1979,Watercraft,SOUTH AFRICA,Western Cape Province,Seal Island,Unknown,Unknown,,N,nan,Unknown,Unknown,,
Mar-1979,1979,Unprovoked,NEW CALEDONIA,Grand Terre,"Five Mile Beach, I'Le Ouen",Spearfishing,M,,Y,nan,Male,Spearfishing,,
21-Feb-1979,1979,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Port Alfred,"Surfing, collided with shark",M,19.0,N,13:15,Male,Surfing,13.0,Afternoon
1979,1979,Unprovoked,UNITED STATES,Hawaii,"South Kohala, Hawai'I",Fishing,M,,Y,nan,Male,Fishing,,
29-Dec-1978,1978,Unprovoked,AUSTRALIA,Queensland,Bribie Island,Unknown,M,,N,nan,Male,Unknown,,
12-Dec-1978,1978,Unprovoked,SOUTH AFRICA,Kwazulu-Natal,Sodwana,Spearfishing,M,23.0,Y,16:45,Male,Spearfishing,16.0,Afternoon
26-Nov-1978,1978,Unprovoked,UNITED STATES,Hawaii,"Ewa, O'Ahu",Surfing,M,,N,nan,Male,Surfing,,
23-Nov-1978,1978,Unprovoked,UNITED STATES,Florida,"Jupiter, Palm Beach County",Surfing,M,17.0,N,nan,Male,Surfing,,
21-Oct-1978,1978,Invalid,SOUTH AFRICA,Kwazulu-Natal,"Fishing Camp, St. Lucia Estuary",Fishing,M,,Unknown,Dusk,Male,Fishing,,
27-Sep-1978,1978,Unprovoked,SOUTH AFRICA,Western Cape Province,"Miller'S Point, False Bay",Spearfishing,M,27.0,N,16:00,Male,Spearfishing,16.0,Afternoon
16-Sep-1978,1978,Unprovoked,ITALY,Tyrrhenian Sea,Capo D'Anzio,Diving,M,,N,11:00,Male,Diving,11.0,Morning
03-Sep-1978,1978,Unprovoked,UNITED STATES,California,Santa Barbara,Unknown,M,28.0,N,Afternoon,Male,Unknown,,
Reported 02-Sep-1978,1978,Unprovoked,AUSTRALIA,Tasmania,"Cape Pillar, Storm Bay",Scuba diving for abalone,M,34.0,N,nan,Male,Diving,,
05-Aug-1978,1978,Unprovoked,UNITED STATES,California,"Pajaro Dunes, Santa Cruz County",Wading,M,,N,12:45,Male,Swimming,12.0,Afternoon
Reported 01-Aug-1978,1978,Unprovoked,UNITED STATES,Florida,Florida Straits,Floating on inner tube raft,M,27.0,N,nan,Male,Swimming,,
27-Jul-1978,1978,Sea Disaster,UNITED STATES,South Carolina,,"Explosion destroyed 28' boat, survivors in the water ",M,39.0,N,nan,Male,Other,,
19-Jul-1978,1978,Provoked,UNITED STATES,California,"Newport Beach, Orange County",Fishing,M,27.0,N,nan,Male,Fishing,,
21-Jun-1978,1978,Unprovoked,UNITED STATES,Florida,"South Of Neptune Beach, Duval County",Surfing,M,20.0,N,nan,Male,Surfing,,
21-Jun-1978,1978,Unprovoked,UNITED STATES,Florida,"Neptune Beach, Duval County",Surfing,M,17.0,N,nan,Male,Surfing,,
07-Jun-1978,1978,Invalid,ITALY,Golfo De Venezia,Acqua Alta Research Platform,Unknown,Unknown,,Unknown,nan,Unknown,Unknown,,
02-Apr-1978,1978,Unprovoked,MARSHALL ISLANDS,Ralik Archipelago,Enewetak Atoll,Diving,M,25.0,N,nan,Male,Diving,,
02-Apr-1978,1978,Unprovoked,MARSHALL ISLANDS,Ralik Archipelago,Enewetak Atoll,Diving,M,23.0,N,nan,Male,Diving,,
Apr-1978`,1978,Unprovoked,AUSTRALIA,Tasmania,Beechford,Scuba diving,M,,N,nan,Male,Diving,,
05-Mar-1978,1978,Watercraft,SOUTH AFRICA,Eastern Cape Province,"Gulu Deep, East London",Unknown,Unknown,,N,nan,Unknown,Unknown,,
28-Feb-1978,1978,Unprovoked,SOUTH AFRICA,Western Cape Province,"Seal Island, False Bay",Fishing for mackerel,Unknown,,N,03:00,Unknown,Fishing,3.0,Night
19-Feb-1978,1978,Unprovoked,SOUTH AFRICA,Western Cape Province,"Miller'S Point, False Bay",Diving,M,,N,nan,Male,Diving,,
07-Jan-1978,1978,Unprovoked,SOUTH AFRICA,Kwazulu-Natal,Glenashley,Surfing,M,17.0,N,12:45,Male,Surfing,12.0,Afternoon
06-Jan-1978,1978,Invalid,SOUTH AFRICA,Kwazulu-Natal,Cape Vidal,Unknown,M,,Unknown,nan,Male,Unknown,,
1978,1978,Unprovoked,UNITED STATES,Florida,"Cocoa Beach, Brevard County",Surfing,F,,N,nan,Female,Surfing,,
1978,1978,Unprovoked,VANUATU,Malampa Province,"Ranon, Ambryn",Swimming,F,,Y,nan,Female,Swimming,,
31-Dec-1977,1977,Sea Disaster,UNITED STATES,Hawaii,Off Keahole Airport,"Swimming, after single-engine aircraft went down in the sea",M,49.0,N,Night,Male,Swimming,,
19-Dec-1977,1977,Unprovoked,UNITED STATES,Florida,"Hobe Sound, Palm Beach County",Surfing,M,27.0,N,nan,Male,Surfing,,
19-Dec-1977,1977,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Qolera River,Surfing,M,18.0,N,10:00,Male,Surfing,10.0,Morning
Dec-1977,1977,Watercraft,SOUTH AFRICA,Western Cape Province,"Macassar, False Bay",Fishing for bottom fish,Unknown,,N,nan,Unknown,Fishing,,
12-Nov-1977,1977,Provoked,SOUTH AFRICA,Western Cape Province,Klein River Lagoon,Standing,M,,N,nan,Male,Other,,
30-Oct-1977,1977,Unprovoked,SOUTH AFRICA,Western Cape Province,"Bluegums Rock, Partridge Point",Spearfishing,M,25.0,N,16:00,Male,Spearfishing,16.0,Afternoon
31-Aug-1977,1977,Unprovoked,AUSTRALIA,South Australia,"Cactus Beach, Near Ceduna",Surfing,M,17.0,N,16:00,Male,Surfing,16.0,Afternoon
23-Aug-1977,1977,Unprovoked,AUSTRALIA,Queensland,"Buddina Beach, South Of Noosa",Floating on an inflatable raft,M,25.0,Y,nan,Male,Swimming,,
